Uuid|SchoolAccountUuid|StatusUuid|ClassRoomUuid|Admno|FirstName|LastName|SurName|Gender|DOB|BcertNo|County|RegTerm|SysUser|RegistrationDate
20CA9579-140F-4DAB-8587-30AEAD28B04E|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|979|Jarrod|Ross|Murphy|MALE|12/07/92|4724|Muranga|1|Denis|Sat Dec 06 22:00:42 EAT 2014
505B0413-C444-4B53-99E2-BFA56F3F771A|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|980|Dorian|Travis|Ryder|FEMALE|12/07/94|68495|Tharaka Nithi|1|Peter|Sat Dec 06 22:00:42 EAT 2014
A48C8714-0012-4AF0-AE0F-0C3932980FC5|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|981|Ivor|Hamilton|Ali|MALE|11/06/94|93341|Nyeri|1|Peter|Sat Dec 06 22:00:42 EAT 2014
3DC2A34B-008C-4C2C-BD11-262FB0DA6BB3|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|982|Jelani|Carl|Armand|MALE|12/07/92|17093|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
5CF574B4-1464-4BEC-AD86-84639DE8EB1A|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|983|Hasad|Alexander|Richard|MALE|09/07/93|93942|Nyeri|1|Peter|Sat Dec 06 22:00:42 EAT 2014
7C3BAB0E-C09E-4238-B3C0-9FAF188A53B7|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|984|Eric|Tyrone|Cairo|MALE|04/05/95|77240|Meru|1|Peter|Sat Dec 06 22:00:42 EAT 2014
CD23A751-4F7F-4CA4-9B98-CA509B1C9BE9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|985|Philip|Eagan|Dexter|FEMALE|06/08/96|32437|Meru|1|Peter|Sat Dec 06 22:00:42 EAT 2014
E3AC3BF6-7832-4CFA-A684-F866CFF1EC03|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|986|Matthew|Austin|Elton|FEMALE|03/06/94|10520|Muranga|1|Denis|Sat Dec 06 22:00:42 EAT 2014
54A61629-5C00-42D7-9167-44AC3E6A1D49|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|987|Oliver|William|Drew|FEMALE|07/07/94|18212|Nakuru|1|Denis|Sat Dec 06 22:00:42 EAT 2014
2F1D0FF2-D63F-42EC-B26C-728328BD2D2E|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|988|Zachary|Colorado|Ira|MALE|02/23/94|69722|Nyeri|1|Denis|Sat Dec 06 22:00:42 EAT 2014
6B6E166D-6F1C-4594-AC6F-220CC73C569A|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|989|Wylie|Rigel|Cole|MALE|04/20/93|26655|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
3F6F8ACF-477F-4E93-9099-524272131150|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|990|Vance|Thaddeus|Brenden|MALE|11/06/94|62724|Nakuru|1|Denis|Sat Dec 06 22:00:42 EAT 2014
CEAECA2A-D0DE-4E78-B663-2C2265C56E5A|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|991|Dustin|Ira|Bevis|FEMALE|11/09/93|43015|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
7193EB96-25D8-4FC0-AA1F-F76B0695AB1D|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|992|Kennedy|Emmanuel|Jonah|MALE|12/07/92|79317|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
9BDEB2F2-AE2F-4D41-95A7-075FE76077C9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|993|Colt|Bruno|Holmes|MALE|12/07/92|84701|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
40CC3205-3CE2-4FB3-9331-5AC66B8FAA3D|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|994|Byron|Marvin|Connor|FEMALE|12/07/92|76927|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
0B19CA51-195B-4FF1-9BC0-2B75DA47A5B2|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|995|Camden|Howard|Cyrus|MALE|12/07/92|14261|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
745823C6-C558-45D0-A477-B963799C8F28|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|996|Marsden|Oleg|Prescott|FEMALE|12/07/92|99028|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
9D3BEDC0-924F-434C-8CFE-4EF4EE2323C9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|997|Cade|Giacomo|Quinn|MALE|12/07/92|52527|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
CC6D62A0-5AA0-46CA-A0AA-C0A651021BDA|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|998|Dominic|Keefe|Gabriel|MALE|12/07/92|96563|Narok|1|Denis|Sat Dec 06 22:00:42 EAT 2014
E9E5C637-E205-4479-B0E8-4F547DEFE169|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|999|Igor|Cain|Malachi|MALE|12/07/92|83210|Muranga|1|Denis|Sat Dec 06 22:00:42 EAT 2014
95251D87-568C-4B6B-9378-1018A934808A|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1000|Howard|Addison|Samuel|FEMALE|12/07/94|14241|Tharaka Nithi|1|Peter|Sat Dec 06 22:00:42 EAT 2014
3AA8BAE9-981D-406C-B388-81337EFB95C7|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1001|Lionel|Jasper|Joseph|MALE|11/06/94|86562|Nyeri|1|Peter|Sat Dec 06 22:00:42 EAT 2014
910AAFE9-54B0-42E3-8348-C1ADAA8EC4F6|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1002|Ralph|Kuame|Driscoll|MALE|12/07/92|49009|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
8297AE60-2986-4FEA-9ECD-253652CE5AAE|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1003|Hayes|Dolan|Asher|MALE|09/07/93|39709|Nyeri|1|Peter|Sat Dec 06 22:00:42 EAT 2014
19AA4B94-DFA8-46D9-9663-E84B2AEE6AAB|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1004|Raphael|Omar|Nash|MALE|04/05/95|26915|Meru|1|Peter|Sat Dec 06 22:00:42 EAT 2014
B80DF118-2B28-4B7C-9B4F-0938CB025413|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1005|Aquila|Bert|Ulysses|FEMALE|06/08/96|12792|Meru|1|Peter|Sat Dec 06 22:00:42 EAT 2014
88598F8E-AFA3-40D3-A3AD-D4D7DE7DB538|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1006|Lewis|Ishmael|Wayne|FEMALE|03/06/94|6518|Muranga|1|Denis|Sat Dec 06 22:00:42 EAT 2014
4643C0D8-5534-4BE8-AF1A-7C7DFD0BA5DB|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1007|Tanek|Lyle|Jack|FEMALE|07/07/94|16386|Nakuru|1|Denis|Sat Dec 06 22:00:42 EAT 2014
BC134D9A-C501-46EA-8578-AC197DC48A88|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1008|Ryan|Ali|Prescott|MALE|02/23/94|84855|Nyeri|1|Denis|Sat Dec 06 22:00:42 EAT 2014
B208DFF0-E0DE-4EDD-8682-852408D7E031|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1009|Damon|Nathaniel|Forrest|MALE|04/20/93|72423|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
1DFB8B07-F776-4A7A-9042-A1B6E0C3A970|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1010|William|Eagan|Derek|MALE|11/06/94|53015|Nakuru|1|Denis|Sat Dec 06 22:00:42 EAT 2014
EA790CE4-0C54-4EEC-A6FA-F299E60517F5|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1011|Ian|Ryan|Matthew|FEMALE|11/09/93|324|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
12050094-A227-4531-BC57-F990E4285943|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1012|Kuame|Malcolm|Jerry|MALE|12/07/92|62124|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
9323CB91-A36D-460C-B5D0-2F440977CA44|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1013|Ronan|Carter|Thor|MALE|12/07/92|3910|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
0AF1C702-24AB-4024-B173-24C470078433|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1014|Grady|Peter|Jack|FEMALE|12/07/92|25969|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
D3AAD922-38D5-46D1-A331-1BF46D629479|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1015|Maxwell|Holmes|Moses|MALE|12/07/92|70307|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
4B55AA3A-1B40-431F-8658-2F2367F2AE8F|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1016|Flynn|Kadeem|Talon|FEMALE|12/07/92|52191|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
81F2CC53-D7D2-44FC-922D-980D7DC11F37|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1017|Cameron|Judah|Linus|MALE|12/07/92|49305|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
3EB16048-5FE7-4FDB-952D-C156C395534C|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1018|Yardley|Adam|Hop|MALE|12/07/92|81967|Narok|1|Denis|Sat Dec 06 22:00:42 EAT 2014
8D0E34C2-E477-4CB8-8FBF-4D94EC4B043E|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1019|Lane|Basil|Galvin|MALE|12/07/92|43894|Muranga|1|Denis|Sat Dec 06 22:00:42 EAT 2014
E2F64CC7-D0E4-421E-9FF4-3453624BE455|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|1020|Francis|Callum|Justin|FEMALE|12/07/94|28825|Tharaka Nithi|1|Peter|Sat Dec 06 22:00:42 EAT 2014
